expense_share_id,expense_id,trip_id,traveler_id,lender_traveler_id,trip,reason,expense_date,expense_type,product,currency,exchange_rate,expense_amount_original,expense_amount_lps,expense_amount_usd,is_shared_expense,participant_count,share_original,share_lps,share_usd
E0018_P003,E0018,T002,P003,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Hamburguesa,L,27.0,250.0,250.0,9.25925925925926,false,1,250.0,250.0,9.25925925925926
E0019_P004,E0019,T002,P004,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Pollo,L,27.0,230.0,230.0,8.518518518518519,false,1,230.0,230.0,8.518518518518519
E0020_P001,E0020,T002,P001,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Coca Normal,L,27.0,35.0,35.0,1.2962962962962965,false,1,35.0,35.0,1.2962962962962965
E0021_P001,E0021,T002,P001,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Camarón,L,27.0,330.0,330.0,12.22222222222222,false,1,330.0,330.0,12.22222222222222
E0022_P001,E0022,T002,P001,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Michelada,L,27.0,160.0,160.0,5.925925925925926,false,1,160.0,160.0,5.925925925925926
E0023_P004,E0023,T002,P004,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Agua,L,27.0,35.0,35.0,1.2962962962962965,false,1,35.0,35.0,1.2962962962962965
E0024_P001,E0024,T002,P001,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Propina,L,27.0,50.0,50.0,1.851851851851852,true,4,12.5,12.5,0.462962962962963
E0024_P002,E0024,T002,P002,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Propina,L,27.0,50.0,50.0,1.851851851851852,true,4,12.5,12.5,0.462962962962963
E0024_P003,E0024,T002,P003,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Propina,L,27.0,50.0,50.0,1.851851851851852,true,4,12.5,12.5,0.462962962962963
E0024_P004,E0024,T002,P004,P002,SPS Sep 2026,Brisa Marina,2026-09-05,Restaurantes,Propina,L,27.0,50.0,50.0,1.851851851851852,true,4,12.5,12.5,0.462962962962963
E0025_P001,E0025,T002,P001,P001,SPS Sep 2026,Playa,2026-09-05,Entretenimiento,Entrada Playa,L,27.0,400.0,400.0,14.814814814814817,true,4,100.0,100.0,3.703703703703704
E0025_P002,E0025,T002,P002,P001,SPS Sep 2026,Playa,2026-09-05,Entretenimiento,Entrada Playa,L,27.0,400.0,400.0,14.814814814814817,true,4,100.0,100.0,3.703703703703704
E0025_P003,E0025,T002,P003,P001,SPS Sep 2026,Playa,2026-09-05,Entretenimiento,Entrada Playa,L,27.0,400.0,400.0,14.814814814814817,true,4,100.0,100.0,3.703703703703704
E0025_P004,E0025,T002,P004,P001,SPS Sep 2026,Playa,2026-09-05,Entretenimiento,Entrada Playa,L,27.0,400.0,400.0,14.814814814814817,true,4,100.0,100.0,3.703703703703704
E0026_P001,E0026,T002,P001,P002,SPS Sep 2026,Cover,2026-09-05,Entretenimiento,JB+1D,L,27.0,600.0,600.0,22.22222222222222,true,4,150.0,150.0,5.555555555555555
E0026_P002,E0026,T002,P002,P002,SPS Sep 2026,Cover,2026-09-05,Entretenimiento,JB+1D,L,27.0,600.0,600.0,22.22222222222222,true,4,150.0,150.0,5.555555555555555
E0026_P003,E0026,T002,P003,P002,SPS Sep 2026,Cover,2026-09-05,Entretenimiento,JB+1D,L,27.0,600.0,600.0,22.22222222222222,true,4,150.0,150.0,5.555555555555555
E0026_P004,E0026,T002,P004,P002,SPS Sep 2026,Cover,2026-09-05,Entretenimiento,JB+1D,L,27.0,600.0,600.0,22.22222222222222,true,4,150.0,150.0,5.555555555555555
E0027_P001,E0027,T002,P001,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,NACHOS,L,27.0,250.0,250.0,9.25925925925926,true,4,62.5,62.5,2.314814814814815
E0027_P002,E0027,T002,P002,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,NACHOS,L,27.0,250.0,250.0,9.25925925925926,true,4,62.5,62.5,2.314814814814815
E0027_P003,E0027,T002,P003,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,NACHOS,L,27.0,250.0,250.0,9.25925925925926,true,4,62.5,62.5,2.314814814814815
E0027_P004,E0027,T002,P004,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,NACHOS,L,27.0,250.0,250.0,9.25925925925926,true,4,62.5,62.5,2.314814814814815
E0028_P001,E0028,T002,P001,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,SALVA VIDA 1,L,27.0,210.0,210.0,7.777777777777778,false,1,210.0,210.0,7.777777777777778
E0029_P004,E0029,T002,P004,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,SALVA VIDA 2,L,27.0,210.0,210.0,7.777777777777778,false,1,210.0,210.0,7.777777777777778
E0030_P004,E0030,T002,P004,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,BOTE CON AGUA 1,L,27.0,75.0,75.0,2.7777777777777777,false,1,75.0,75.0,2.7777777777777777
E0031_P002,E0031,T002,P002,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,BOTE CON AGUA 2,L,27.0,75.0,75.0,2.7777777777777777,false,1,75.0,75.0,2.7777777777777777
E0032_P003,E0032,T002,P003,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,MARGARITA LIMON,L,27.0,360.0,360.0,13.333333333333334,false,1,360.0,360.0,13.333333333333334
E0033_P002,E0033,T002,P002,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,PIÑA COLADA,L,27.0,180.0,180.0,6.666666666666667,false,1,180.0,180.0,6.666666666666667
E0034_P004,E0034,T002,P004,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,LONG ISLAND 1,L,27.0,180.0,180.0,6.666666666666667,false,1,180.0,180.0,6.666666666666667
E0035_P002,E0035,T002,P002,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,LONG ISLAND 2,L,27.0,180.0,180.0,6.666666666666667,false,1,180.0,180.0,6.666666666666667
E0036_P001,E0036,T002,P001,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,PROPINA,L,27.0,170.04,170.04,6.297777777777777,true,4,42.51,42.51,1.5744444444444443
E0036_P002,E0036,T002,P002,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,PROPINA,L,27.0,170.04,170.04,6.297777777777777,true,4,42.51,42.51,1.5744444444444443
E0036_P003,E0036,T002,P003,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,PROPINA,L,27.0,170.04,170.04,6.297777777777777,true,4,42.51,42.51,1.5744444444444443
E0036_P004,E0036,T002,P004,P002,SPS Sep 2026,CityPark,2026-09-05,Restaurantes,PROPINA,L,27.0,170.04,170.04,6.297777777777777,true,4,42.51,42.51,1.5744444444444443
E0037_P001,E0037,T002,P001,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,135.98,135.98,5.036296296296296,true,4,33.995,33.995,1.259074074074074
E0037_P002,E0037,T002,P002,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,135.98,135.98,5.036296296296296,true,4,33.995,33.995,1.259074074074074
E0037_P003,E0037,T002,P003,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,135.98,135.98,5.036296296296296,true,4,33.995,33.995,1.259074074074074
E0037_P004,E0037,T002,P004,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,135.98,135.98,5.036296296296296,true,4,33.995,33.995,1.259074074074074
E0038_P001,E0038,T002,P001,P002,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,92.0,92.0,3.4074074074074074,true,4,23.0,23.0,0.8518518518518519
E0038_P002,E0038,T002,P002,P002,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,92.0,92.0,3.4074074074074074,true,4,23.0,23.0,0.8518518518518519
E0038_P003,E0038,T002,P003,P002,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,92.0,92.0,3.4074074074074074,true,4,23.0,23.0,0.8518518518518519
E0038_P004,E0038,T002,P004,P002,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,92.0,92.0,3.4074074074074074,true,4,23.0,23.0,0.8518518518518519
E0039_P001,E0039,T002,P001,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,91.12,91.12,3.374814814814815,true,4,22.78,22.78,0.8437037037037037
E0039_P002,E0039,T002,P002,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,91.12,91.12,3.374814814814815,true,4,22.78,22.78,0.8437037037037037
E0039_P003,E0039,T002,P003,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,91.12,91.12,3.374814814814815,true,4,22.78,22.78,0.8437037037037037
E0039_P004,E0039,T002,P004,P003,SPS Sep 2026,Uber CityPark,2026-09-05,Transporte,Uber,L,27.0,91.12,91.12,3.374814814814815,true,4,22.78,22.78,0.8437037037037037
E0040_P002,E0040,T002,P002,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Breakfast Sampler,L,27.0,275.0,275.0,10.185185185185183,false,1,275.0,275.0,10.185185185185183
E0041_P003,E0041,T002,P003,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Strawberry Lemonade Splash,L,27.0,75.0,75.0,2.7777777777777777,false,1,75.0,75.0,2.7777777777777777
E0042_P002,E0042,T002,P002,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Te Helado,L,27.0,75.0,75.0,2.7777777777777777,false,1,75.0,75.0,2.7777777777777777
E0043_P003,E0043,T002,P003,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Burrito de 3 Carnes,L,27.0,285.0,285.0,10.555555555555555,false,1,285.0,285.0,10.555555555555555
E0044_P001,E0044,T002,P001,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Burrito Con Chorizo,L,27.0,89.0,89.0,3.2962962962962963,false,1,89.0,89.0,3.2962962962962963
E0045_P001,E0045,T002,P001,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Horchata Mucho,L,27.0,89.0,89.0,3.2962962962962963,false,1,89.0,89.0,3.2962962962962963
E0046_P001,E0046,T002,P001,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,New York Cheesecake Pancake,L,27.0,175.0,175.0,6.481481481481482,false,1,175.0,175.0,6.481481481481482
E0047_P001,E0047,T002,P001,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Never Empty Coffee,L,27.0,45.0,45.0,1.6666666666666667,false,1,45.0,45.0,1.6666666666666667
E0048_P004,E0048,T002,P004,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Philly Cheese Steak Stacker,L,27.0,299.0,299.0,11.074074074074074,false,1,299.0,299.0,11.074074074074074
E0049_P004,E0049,T002,P004,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Cafe Latte,L,27.0,45.0,45.0,1.6666666666666667,false,1,45.0,45.0,1.6666666666666667
E0050_P004,E0050,T002,P004,P002,SPS Sep 2026,iHop,2026-09-06,Restaurantes,Leche Deslactosada,L,27.0,5.0,5.0,0.1851851851851851,false,1,5.0,5.0,0.1851851851851851
E0051_P001,E0051,T002,P001,P002,SPS Sep 2026,Starbucks ,2026-09-06,Restaurantes,Iced Caramel Macchiato,L,27.0,116.0,116.0,4.296296296296297,false,1,116.0,116.0,4.296296296296297
E0052_P004,E0052,T002,P004,P002,SPS Sep 2026,Starbucks ,2026-09-06,Restaurantes,Strawberry Cream Frappuccino,L,27.0,137.0,137.0,5.074074074074074,false,1,137.0,137.0,5.074074074074074
E0053_P002,E0053,T002,P002,P002,SPS Sep 2026,Starbucks ,2026-09-06,Restaurantes,Mango Dragon Lemon,L,27.0,151.0,151.0,5.592592592592593,false,1,151.0,151.0,5.592592592592593
E0054_P003,E0054,T002,P003,P002,SPS Sep 2026,Starbucks ,2026-09-06,Restaurantes,Iced Chai Latte XL,L,27.0,130.0,130.0,4.814814814814815,false,1,130.0,130.0,4.814814814814815
E0055_P001,E0055,T002,P001,P002,SPS Sep 2026,KatraChamoy,2026-09-06,Restaurantes,Pollo Chuco,L,27.0,285.0,285.0,10.555555555555555,true,4,71.25,71.25,2.638888888888889
E0055_P002,E0055,T002,P002,P002,SPS Sep 2026,KatraChamoy,2026-09-06,Restaurantes,Pollo Chuco,L,27.0,285.0,285.0,10.555555555555555,true,4,71.25,71.25,2.638888888888889
E0055_P003,E0055,T002,P003,P002,SPS Sep 2026,KatraChamoy,2026-09-06,Restaurantes,Pollo Chuco,L,27.0,285.0,285.0,10.555555555555555,true,4,71.25,71.25,2.638888888888889
E0055_P004,E0055,T002,P004,P002,SPS Sep 2026,KatraChamoy,2026-09-06,Restaurantes,Pollo Chuco,L,27.0,285.0,285.0,10.555555555555555,true,4,71.25,71.25,2.638888888888889
E0056_P001,E0056,T002,P001,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Ida,L,27.0,1800.0,1800.0,66.66666666666667,true,4,450.0,450.0,16.666666666666668
E0056_P002,E0056,T002,P002,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Ida,L,27.0,1800.0,1800.0,66.66666666666667,true,4,450.0,450.0,16.666666666666668
E0056_P003,E0056,T002,P003,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Ida,L,27.0,1800.0,1800.0,66.66666666666667,true,4,450.0,450.0,16.666666666666668
E0056_P004,E0056,T002,P004,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Ida,L,27.0,1800.0,1800.0,66.66666666666667,true,4,450.0,450.0,16.666666666666668
E0057_P001,E0057,T002,P001,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Vuelta,L,27.0,823.0,823.0,30.48148148148148,true,4,205.75,205.75,7.62037037037037
E0057_P002,E0057,T002,P002,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Vuelta,L,27.0,823.0,823.0,30.48148148148148,true,4,205.75,205.75,7.62037037037037
E0057_P003,E0057,T002,P003,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Vuelta,L,27.0,823.0,823.0,30.48148148148148,true,4,205.75,205.75,7.62037037037037
E0057_P004,E0057,T002,P004,P002,SPS Sep 2026,Gasolina,2026-09-06,Restaurantes,Gasolina Vuelta,L,27.0,823.0,823.0,30.48148148148148,true,4,205.75,205.75,7.62037037037037
E0058_P001,E0058,T001,P001,P002,ESV Shakira 2026,Combustible,2026-02-06,Combustible,Gasolina Ida,L,26.42,752.93,752.93,28.498485995457983,true,5,150.58599999999998,150.58599999999998,5.699697199091597
E0058_P002,E0058,T001,P002,P002,ESV Shakira 2026,Combustible,2026-02-06,Combustible,Gasolina Ida,L,26.42,752.93,752.93,28.498485995457983,true,5,150.58599999999998,150.58599999999998,5.699697199091597
E0058_P003,E0058,T001,P003,P002,ESV Shakira 2026,Combustible,2026-02-06,Combustible,Gasolina Ida,L,26.42,752.93,752.93,28.498485995457983,true,5,150.58599999999998,150.58599999999998,5.699697199091597
E0058_P004,E0058,T001,P004,P002,ESV Shakira 2026,Combustible,2026-02-06,Combustible,Gasolina Ida,L,26.42,752.93,752.93,28.498485995457983,true,5,150.58599999999998,150.58599999999998,5.699697199091597
E0058_P005,E0058,T001,P005,P002,ESV Shakira 2026,Combustible,2026-02-06,Combustible,Gasolina Ida,L,26.42,752.93,752.93,28.498485995457983,true,5,150.58599999999998,150.58599999999998,5.699697199091597
E0059_P001,E0059,T001,P001,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Menu Campestre,$,26.42,6.65,175.693,6.65,false,1,6.65,175.693,6.65
E0060_P005,E0060,T001,P005,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Vaso Campestre Frutas,$,26.42,2.65,70.013,2.65,false,1,2.65,70.013,2.65
E0061_P003,E0061,T001,P003,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Menu Campestre,$,26.42,6.65,175.693,6.65,false,1,6.65,175.693,6.65
E0062_P002,E0062,T001,P002,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Super Campestre,$,26.42,8.1,214.002,8.1,false,1,8.1,214.002,8.1
E0063_P002,E0063,T001,P002,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Orden de Chili,$,26.42,0.99,26.155800000000003,0.99,false,1,0.99,26.155800000000003,0.99
E0064_P002,E0064,T001,P002,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Aderezos,$,26.42,0.99,26.155800000000003,0.99,false,1,0.99,26.155800000000003,0.99
E0065_P004,E0065,T001,P004,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Sandwich Ciabatta,$,26.42,6.99,184.6758,6.99,false,1,6.99,184.6758,6.99
E0066_P004,E0066,T001,P004,P002,ESV Shakira 2026,Pollo Campestre,2026-02-06,Restaurantes,Papas Ga,$,26.42,0.5,13.21,0.5,false,1,0.5,13.21,0.5
E0067_P005,E0067,T001,P005,P002,ESV Shakira 2026,New Fashion,2026-02-06,Souvenires,Lapiz Italia Expresso,$,26.42,0.8,21.136000000000003,0.8,false,1,0.8,21.136000000000003,0.8
E0068_P005,E0068,T001,P005,P002,ESV Shakira 2026,New Fashion,2026-02-06,Souvenires,Lapiz Italia Cabaret,$,26.42,0.8,21.136000000000003,0.8,false,1,0.8,21.136000000000003,0.8
E0069_P001,E0069,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,McCormick Manzana,$,26.42,1.88,49.6696,1.88,true,5,0.376,9.93392,0.376
E0069_P002,E0069,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,McCormick Manzana,$,26.42,1.88,49.6696,1.88,true,5,0.376,9.93392,0.376
E0069_P003,E0069,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,McCormick Manzana,$,26.42,1.88,49.6696,1.88,true,5,0.376,9.93392,0.376
E0069_P004,E0069,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,McCormick Manzana,$,26.42,1.88,49.6696,1.88,true,5,0.376,9.93392,0.376
E0069_P005,E0069,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,McCormick Manzana,$,26.42,1.88,49.6696,1.88,true,5,0.376,9.93392,0.376
E0070_P001,E0070,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Gaseosas UVA Lata 35,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0070_P002,E0070,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Gaseosas UVA Lata 35,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0070_P003,E0070,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Gaseosas UVA Lata 35,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0070_P004,E0070,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Gaseosas UVA Lata 35,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0070_P005,E0070,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,2 Gaseosas UVA Lata 35,$,26.42,1.3,34.346000000000004,1.3,true,5,0.26,6.869200000000001,0.26
E0071_P001,E0071,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Agua La Fuente 378g,$,26.42,1.0,26.42,1.0,true,5,0.2,5.284000000000001,0.2
E0071_P002,E0071,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Agua La Fuente 378g,$,26.42,1.0,26.42,1.0,true,5,0.2,5.284000000000001,0.2
E0071_P003,E0071,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Agua La Fuente 378g,$,26.42,1.0,26.42,1.0,true,5,0.2,5.284000000000001,0.2
E0071_P004,E0071,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Agua La Fuente 378g,$,26.42,1.0,26.42,1.0,true,5,0.2,5.284000000000001,0.2
E0071_P005,E0071,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Agua La Fuente 378g,$,26.42,1.0,26.42,1.0,true,5,0.2,5.284000000000001,0.2
E0072_P001,E0072,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Aceite de Oliva Extra,$,26.42,2.5,66.05000000000001,2.5,true,5,0.5,13.210000000000003,0.5
E0072_P002,E0072,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Aceite de Oliva Extra,$,26.42,2.5,66.05000000000001,2.5,true,5,0.5,13.210000000000003,0.5
E0072_P003,E0072,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Aceite de Oliva Extra,$,26.42,2.5,66.05000000000001,2.5,true,5,0.5,13.210000000000003,0.5
E0072_P004,E0072,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Aceite de Oliva Extra,$,26.42,2.5,66.05000000000001,2.5,true,5,0.5,13.210000000000003,0.5
E0072_P005,E0072,T001,P005,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Aceite de Oliva Extra,$,26.42,2.5,66.05000000000001,2.5,true,5,0.5,13.210000000000003,0.5
E0073_P001,E0073,T001,P001,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jugo Sula Naranja,$,26.42,3.63,95.9046,3.63,true,5,0.726,19.18092,0.726
E0073_P002,E0073,T001,P002,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jugo Sula Naranja,$,26.42,3.63,95.9046,3.63,true,5,0.726,19.18092,0.726
E0073_P003,E0073,T001,P003,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jugo Sula Naranja,$,26.42,3.63,95.9046,3.63,true,5,0.726,19.18092,0.726
E0073_P004,E0073,T001,P004,P002,ESV Shakira 2026,Super Selectos,2026-02-06,Compras Super,Jugo Sula Naranja,$,26.42,3.63,95.9046,3.63,true,5,0.726,19.18092,0.726
